,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes
15224,Total Nacional,"04 Balears, Illes",,Viajero,2020M08,466.211,2020,8
15225,Total Nacional,"04 Balears, Illes",,Viajero,2020M07,369.051,2020,7
15226,Total Nacional,"04 Balears, Illes",,Viajero,2020M06,23.769,2020,6
15227,Total Nacional,"04 Balears, Illes",,Viajero,2020M05,2.037,2020,5
15228,Total Nacional,"04 Balears, Illes",,Viajero,2020M04,0,2020,4
15229,Total Nacional,"04 Balears, Illes",,Viajero,2020M03,82.107,2020,3
15230,Total Nacional,"04 Balears, Illes",,Viajero,2020M02,142.452,2020,2
15231,Total Nacional,"04 Balears, Illes",,Viajero,2020M01,67.682,2020,1
15232,Total Nacional,"04 Balears, Illes",,Viajero,2019M12,87.057,2019,12
15233,Total Nacional,"04 Balears, Illes",,Viajero,2019M11,118.428,2019,11
15234,Total Nacional,"04 Balears, Illes",,Viajero,2019M10,1.014.323,2019,10
15235,Total Nacional,"04 Balears, Illes",,Viajero,2019M09,1.570.751,2019,9
15236,Total Nacional,"04 Balears, Illes",,Viajero,2019M08,1.819.172,2019,8
15237,Total Nacional,"04 Balears, Illes",,Viajero,2019M07,1.803.571,2019,7
15238,Total Nacional,"04 Balears, Illes",,Viajero,2019M06,1.654.313,2019,6
15239,Total Nacional,"04 Balears, Illes",,Viajero,2019M05,1.406.588,2019,5
15240,Total Nacional,"04 Balears, Illes",,Viajero,2019M04,658.987,2019,4
15241,Total Nacional,"04 Balears, Illes",,Viajero,2019M03,257.928,2019,3
15242,Total Nacional,"04 Balears, Illes",,Viajero,2019M02,131.555,2019,2
15243,Total Nacional,"04 Balears, Illes",,Viajero,2019M01,59.391,2019,1
15244,Total Nacional,"04 Balears, Illes",,Viajero,2018M12,91.726,2018,12
15245,Total Nacional,"04 Balears, Illes",,Viajero,2018M11,103.611,2018,11
15246,Total Nacional,"04 Balears, Illes",,Viajero,2018M10,1.024.217,2018,10
15247,Total Nacional,"04 Balears, Illes",,Viajero,2018M09,1.562.900,2018,9
15248,Total Nacional,"04 Balears, Illes",,Viajero,2018M08,1.704.023,2018,8
15249,Total Nacional,"04 Balears, Illes",,Viajero,2018M07,1.760.514,2018,7
15250,Total Nacional,"04 Balears, Illes",,Viajero,2018M06,1.645.012,2018,6
15251,Total Nacional,"04 Balears, Illes",,Viajero,2018M05,1.393.844,2018,5
15252,Total Nacional,"04 Balears, Illes",,Viajero,2018M04,554.074,2018,4
15253,Total Nacional,"04 Balears, Illes",,Viajero,2018M03,269.771,2018,3
15254,Total Nacional,"04 Balears, Illes",,Viajero,2018M02,147.818,2018,2
15255,Total Nacional,"04 Balears, Illes",,Viajero,2018M01,65.301,2018,1
15256,Total Nacional,"04 Balears, Illes",,Viajero,2017M12,70.151,2017,12
15257,Total Nacional,"04 Balears, Illes",,Viajero,2017M11,116.628,2017,11
15258,Total Nacional,"04 Balears, Illes",,Viajero,2017M10,1.007.285,2017,10
15259,Total Nacional,"04 Balears, Illes",,Viajero,2017M09,1.553.939,2017,9
15260,Total Nacional,"04 Balears, Illes",,Viajero,2017M08,1.732.706,2017,8
15261,Total Nacional,"04 Balears, Illes",,Viajero,2017M07,1.781.881,2017,7
15262,Total Nacional,"04 Balears, Illes",,Viajero,2017M06,1.563.138,2017,6
15263,Total Nacional,"04 Balears, Illes",,Viajero,2017M05,1.333.964,2017,5
15264,Total Nacional,"04 Balears, Illes",,Viajero,2017M04,571.312,2017,4
15265,Total Nacional,"04 Balears, Illes",,Viajero,2017M03,248.405,2017,3
15266,Total Nacional,"04 Balears, Illes",,Viajero,2017M02,129.922,2017,2
15267,Total Nacional,"04 Balears, Illes",,Viajero,2017M01,55.727,2017,1
15268,Total Nacional,"04 Balears, Illes",,Viajero,2016M12,68.543,2016,12
15269,Total Nacional,"04 Balears, Illes",,Viajero,2016M11,96.944,2016,11
15270,Total Nacional,"04 Balears, Illes",,Viajero,2016M10,931.925,2016,10
15271,Total Nacional,"04 Balears, Illes",,Viajero,2016M09,1.501.207,2016,9
15272,Total Nacional,"04 Balears, Illes",,Viajero,2016M08,1.745.267,2016,8
15273,Total Nacional,"04 Balears, Illes",,Viajero,2016M07,1.725.962,2016,7
15274,Total Nacional,"04 Balears, Illes",,Viajero,2016M06,1.539.930,2016,6
15275,Total Nacional,"04 Balears, Illes",,Viajero,2016M05,1.284.669,2016,5
15276,Total Nacional,"04 Balears, Illes",,Viajero,2016M04,524.398,2016,4
15277,Total Nacional,"04 Balears, Illes",,Viajero,2016M03,281.798,2016,3
15278,Total Nacional,"04 Balears, Illes",,Viajero,2016M02,122.874,2016,2
15279,Total Nacional,"04 Balears, Illes",,Viajero,2016M01,55.193,2016,1
15280,Total Nacional,"04 Balears, Illes",,Viajero,2015M12,57.940,2015,12
15281,Total Nacional,"04 Balears, Illes",,Viajero,2015M11,82.219,2015,11
15282,Total Nacional,"04 Balears, Illes",,Viajero,2015M10,826.302,2015,10
15283,Total Nacional,"04 Balears, Illes",,Viajero,2015M09,1.314.703,2015,9
15284,Total Nacional,"04 Balears, Illes",,Viajero,2015M08,1.623.280,2015,8
15285,Total Nacional,"04 Balears, Illes",,Viajero,2015M07,1.565.602,2015,7
15286,Total Nacional,"04 Balears, Illes",,Viajero,2015M06,1.369.127,2015,6
15287,Total Nacional,"04 Balears, Illes",,Viajero,2015M05,1.140.232,2015,5
15288,Total Nacional,"04 Balears, Illes",,Viajero,2015M04,500.367,2015,4
15289,Total Nacional,"04 Balears, Illes",,Viajero,2015M03,200.918,2015,3
15290,Total Nacional,"04 Balears, Illes",,Viajero,2015M02,103.747,2015,2
15291,Total Nacional,"04 Balears, Illes",,Viajero,2015M01,49.048,2015,1
15292,Total Nacional,"04 Balears, Illes",,Viajero,2014M12,48.973,2014,12
15293,Total Nacional,"04 Balears, Illes",,Viajero,2014M11,78.477,2014,11
15294,Total Nacional,"04 Balears, Illes",,Viajero,2014M10,765.656,2014,10
15295,Total Nacional,"04 Balears, Illes",,Viajero,2014M09,1.313.034,2014,9
15296,Total Nacional,"04 Balears, Illes",,Viajero,2014M08,1.571.578,2014,8
15297,Total Nacional,"04 Balears, Illes",,Viajero,2014M07,1.489.427,2014,7
15298,Total Nacional,"04 Balears, Illes",,Viajero,2014M06,1.376.319,2014,6
15299,Total Nacional,"04 Balears, Illes",,Viajero,2014M05,1.069.880,2014,5
15300,Total Nacional,"04 Balears, Illes",,Viajero,2014M04,462.995,2014,4
15301,Total Nacional,"04 Balears, Illes",,Viajero,2014M03,199.604,2014,3
15302,Total Nacional,"04 Balears, Illes",,Viajero,2014M02,102.044,2014,2
15303,Total Nacional,"04 Balears, Illes",,Viajero,2014M01,43.575,2014,1
15304,Total Nacional,"04 Balears, Illes",,Viajero,2013M12,54.653,2013,12
15305,Total Nacional,"04 Balears, Illes",,Viajero,2013M11,75.540,2013,11
15306,Total Nacional,"04 Balears, Illes",,Viajero,2013M10,741.838,2013,10
15307,Total Nacional,"04 Balears, Illes",,Viajero,2013M09,1.294.585,2013,9
15308,Total Nacional,"04 Balears, Illes",,Viajero,2013M08,1.559.894,2013,8
15309,Total Nacional,"04 Balears, Illes",,Viajero,2013M07,1.511.208,2013,7
15310,Total Nacional,"04 Balears, Illes",,Viajero,2013M06,1.368.432,2013,6
15311,Total Nacional,"04 Balears, Illes",,Viajero,2013M05,1.081.459,2013,5
15312,Total Nacional,"04 Balears, Illes",,Viajero,2013M04,433.853,2013,4
15313,Total Nacional,"04 Balears, Illes",,Viajero,2013M03,270.037,2013,3
15314,Total Nacional,"04 Balears, Illes",,Viajero,2013M02,116.394,2013,2
15315,Total Nacional,"04 Balears, Illes",,Viajero,2013M01,55.510,2013,1
16116,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2025M04,803.616,2025,4
16117,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2025M03,333.877,2025,3
16118,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2025M02,167.349,2025,2
16119,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2025M01,67.535,2025,1
16120,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M12,100.207,2024,12
16121,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M11,120.469,2024,11
16122,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M10,1.372.357,2024,10
16123,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M09,1.759.286,2024,9
16124,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M08,2.067.814,2024,8
16125,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M07,2.029.972,2024,7
16126,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M06,1.904.461,2024,6
16127,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M05,1.738.780,2024,5
16128,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M04,761.737,2024,4
16129,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M03,375.281,2024,3
16130,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M02,148.843,2024,2
16131,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2024M01,69.271,2024,1
16132,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M12,87.937,2023,12
16133,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M11,113.029,2023,11
16134,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M10,1.189.276,2023,10
16135,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M09,1.691.128,2023,9
16136,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M08,1.979.182,2023,8
16137,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M07,1.972.703,2023,7
16138,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M06,1.814.007,2023,6
16139,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M05,1.492.772,2023,5
16140,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M04,766.096,2023,4
16141,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M03,230.407,2023,3
16142,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M02,124.782,2023,2
16143,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2023M01,75.909,2023,1
16144,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M12,80.696,2022,12
16145,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M11,111.194,2022,11
16146,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M10,1.072.128,2022,10
16147,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M09,1.618.513,2022,9
16148,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M08,1.954.444,2022,8
16149,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M07,1.904.858,2022,7
16150,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M06,1.742.424,2022,6
16151,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M05,1.378.649,2022,5
16152,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M04,627.500,2022,4
16153,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M03,202.457,2022,3
16154,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M02,92.624,2022,2
16155,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2022M01,42.131,2022,1
16156,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M12,57.392,2021,12
16157,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M11,88.317,2021,11
16158,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M10,761.539,2021,10
16159,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M09,1.004.077,2021,9
16160,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M08,1.176.822,2021,8
16161,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M07,1.055.103,2021,7
16162,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M06,587.951,2021,6
16163,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M05,220.486,2021,5
16164,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M04,73.347,2021,4
16165,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M03,31.237,2021,3
16166,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M02,14.724,2021,2
16167,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2021M01,11.383,2021,1
16168,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M12,18.997,2020,12
16169,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M11,23.073,2020,11
16170,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M10,65.438,2020,10
16171,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M09,162.409,2020,9
16172,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M08,466.211,2020,8
16173,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M07,369.051,2020,7
16174,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M06,23.769,2020,6
16175,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M05,2.037,2020,5
16176,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M04,0,2020,4
16177,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M03,82.107,2020,3
16178,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M02,142.452,2020,2
16179,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2020M01,67.682,2020,1
16180,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M12,87.057,2019,12
16181,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M11,118.428,2019,11
16182,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M10,1.014.323,2019,10
16183,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M09,1.570.751,2019,9
16184,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M08,1.819.172,2019,8
16185,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M07,1.803.571,2019,7
16186,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M06,1.654.313,2019,6
16187,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M05,1.406.588,2019,5
16188,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M04,658.987,2019,4
16189,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M03,257.928,2019,3
16190,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M02,131.555,2019,2
16191,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2019M01,59.391,2019,1
16192,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M12,91.726,2018,12
16193,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M11,103.611,2018,11
16194,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M10,1.024.217,2018,10
16195,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M09,1.562.900,2018,9
16196,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M08,1.704.023,2018,8
16197,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M07,1.760.514,2018,7
16198,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M06,1.645.012,2018,6
16199,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M05,1.393.844,2018,5
16200,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M04,554.074,2018,4
16201,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M03,269.771,2018,3
16202,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M02,147.818,2018,2
16203,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2018M01,65.301,2018,1
16204,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M12,70.151,2017,12
16205,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M11,116.628,2017,11
16206,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M10,1.007.285,2017,10
16207,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M09,1.553.939,2017,9
16208,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M08,1.732.706,2017,8
16209,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M07,1.781.881,2017,7
16210,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M06,1.563.138,2017,6
16211,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M05,1.333.964,2017,5
16212,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M04,571.312,2017,4
16213,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M03,248.405,2017,3
16214,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M02,129.922,2017,2
16215,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2017M01,55.727,2017,1
16216,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M12,68.543,2016,12
16217,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M11,96.944,2016,11
16218,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M10,931.925,2016,10
16219,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M09,1.501.207,2016,9
16220,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M08,1.745.267,2016,8
16221,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M07,1.725.962,2016,7
16222,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M06,1.539.930,2016,6
16223,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M05,1.284.669,2016,5
16224,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M04,524.398,2016,4
16225,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M03,281.798,2016,3
16226,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M02,122.874,2016,2
16227,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2016M01,55.193,2016,1
16228,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M12,57.940,2015,12
16229,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M11,82.219,2015,11
16230,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M10,826.302,2015,10
16231,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M09,1.314.703,2015,9
16232,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M08,1.623.280,2015,8
16233,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M07,1.565.602,2015,7
16234,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M06,1.369.127,2015,6
16235,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M05,1.140.232,2015,5
16236,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M04,500.367,2015,4
16237,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M03,200.918,2015,3
16238,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M02,103.747,2015,2
16239,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2015M01,49.048,2015,1
16240,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M12,48.973,2014,12
16241,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M11,78.477,2014,11
16242,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M10,765.656,2014,10
16243,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M09,1.313.034,2014,9
16244,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M08,1.571.578,2014,8
16245,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M07,1.489.427,2014,7
16246,Total Nacional,"04 Balears, Illes","07 Balears, Illes",Viajero,2014M06,1.376.319,2014,6
