Tipo de alojamiento;Viajeros y pernoctaciones;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M08;46.814
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M07;44.319
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M06;45.647
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M05;51.826
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M04;50.132
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M03;39.131
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M02;32.292
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M01;28.445
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M12;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M11;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M10;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M09;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M08;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M07;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M06;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M05;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M04;2.720
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M03;3.273
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M02;1.593
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M01;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M12;883
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M11;1.135
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M10;3.149
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M09;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M08;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M07;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M06;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M05;5.949
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M04;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M03;1.569
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M02;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M01;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M12;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M11;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M10;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M09;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M08;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M07;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M06;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M05;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M04;12.609
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M03;5.565
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M02;2.521
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M01;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M12;1.512
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M11;3.218
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M10;11.053
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M09;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M08;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M07;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M06;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M05;10.035
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M04;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M03;4.652
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M02;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M01;.
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M12;11.004
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M11;26.010
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M10;39.657
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M09;40.856
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M08;70.616
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M07;85.041
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M06;49.133
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M05;59.283
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M04;51.241
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M03;43.921
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M02;19.911
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2024M01;10.700
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M12;16.273
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M11;25.416
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M10;32.408
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M09;40.886
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M08;69.696
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M07;88.205
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M06;61.705
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M05;49.306
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M04;52.565
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M03;35.126
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M02;15.396
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en España;2023M01;10.777
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M12;27.869
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M11;35.410
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M10;50.993
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M09;51.006
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M08;57.814
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M07;55.898
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M06;56.528
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M05;58.083
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M04;46.211
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M03;49.936
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M02;51.822
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2024M01;45.683
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M12;23.426
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M11;27.540
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M10;43.618
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M09;45.967
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M08;63.619
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M07;57.912
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M06;38.703
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M05;31.877
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M04;35.797
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M03;32.821
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M02;23.182
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M01;13.345
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M12;5.500
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M11;8.033
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M10;9.562
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M09;11.938
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M08;43.854
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M07;57.924
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M06;36.163
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M05;23.723
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M04;21.131
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M03;20.589
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M02;8.268
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M01;10.432
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M12;12.319
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M11;12.621
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M10;15.995
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M09;47.105
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M08;42.971
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M07;53.053
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M06;21.911
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M05;35.587
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M04;20.346
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M03;16.231
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M02;7.264
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M01;5.136
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M12;10.648
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M11;15.265
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M10;26.360
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M09;28.684
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M08;49.092
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M07;71.915
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M06;37.497
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M05;28.594
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M04;29.269
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M03;23.742
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M02;26.242
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M01;16.551
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M12;20.353
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M11;25.675
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M10;20.561
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M09;31.133
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M08;42.074
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M07;75.653
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M06;57.297
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M05;29.755
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M04;26.709
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M03;17.488
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M02;15.018
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M01;25.402
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M12;39.822
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M11;29.160
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M10;26.048
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M09;27.523
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M08;22.545
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M07;34.271
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M06;34.037
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M05;30.231
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M04;35.401
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M03;35.940
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M02;31.580
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M01;38.066
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M12;35.072
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M11;26.419
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M10;42.451
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M09;33.324
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M08;17.419
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M07;26.300
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M06;26.097
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M05;24.028
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M04;23.566
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M03;19.983
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M02;17.706
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M01;19.711
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M12;70.456
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M11;82.213
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M10;114.341
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M09;108.409
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M08;84.863
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M07;82.636
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M06;82.512
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M05;87.665
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M04;83.450
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M03;89.922
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M02;84.488
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M01;69.434
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M12;72.992
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M11;78.077
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M10;98.692
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M09;92.619
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M08;90.967
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M07;93.707
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M06;72.407
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M05;68.293
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M04;66.717
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M03;68.110
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M02;51.968
Encuesta de Ocupación en Albergues;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M01;54.073
