Totales Territoriales;Provincias;Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M07;1,18
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M06;1,33
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M05;1,42
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M04;1,21
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M03;1,07
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M02;1,34
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2024M01;1,36
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M12;0,99
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M11;1,08
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M10;1,57
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M09;1,27
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M08;0,77
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M07;1,04
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M06;1,17
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M05;1,19
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M04;1,30
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M03;0,97
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M02;1,06
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2023M01;0,89
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M12;0,65
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M11;1,01
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M10;1,12
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M09;1,41
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M08;1,00
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M07;1,31
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M06;1,10
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M05;1,11
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M04;1,04
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M03;0,79
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M02;0,72
Total Nacional;41 Sevilla;Total Nacional;06 Cantabria;Pernoctaciones;2022M01;0,38
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2025M03;3,30
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2025M02;2,74
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2025M01;2,42
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M12;4,27
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M11;3,62
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M10;3,07
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M09;3,34
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M08;2,82
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M07;3,12
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M06;3,06
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M05;2,72
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M04;3,92
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M03;3,68
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M02;2,81
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2024M01;2,99
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M12;3,25
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M11;2,98
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M10;3,24
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M09;2,83
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M08;2,76
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M07;3,19
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M06;3,18
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M05;2,56
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M04;3,25
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M03;2,89
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M02;2,87
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2023M01;3,10
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M12;2,62
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M11;3,01
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M10;3,20
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M09;2,98
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M08;3,06
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M07;3,18
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M06;3,34
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M05;3,04
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M04;3,84
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M03;2,57
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M02;2,77
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Viajero;2022M01;2,67
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2025M03;3,76
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2025M02;3,07
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2025M01;2,84
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M12;5,43
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M11;4,07
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M10;3,22
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M09;3,42
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M08;2,65
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M07;2,94
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M06;3,23
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M05;3,59
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M04;4,24
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M03;3,86
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M02;2,99
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2024M01;3,43
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M12;3,68
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M11;3,40
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M10;3,77
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M09;3,07
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M08;2,70
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M07;3,37
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M06;3,27
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M05;2,73
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M04;3,64
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M03;3,19
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M02;3,36
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2023M01;3,31
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M12;3,09
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M11;3,03
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M10;3,66
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M09;3,39
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M08;3,11
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M07;3,18
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M06;3,71
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M05;3,42
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M04;4,13
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M03;2,88
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M02;3,06
Total Nacional;41 Sevilla;Total Nacional;07 Castilla y León;Pernoctaciones;2022M01;3,11
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2025M03;3,28
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2025M02;3,28
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2025M01;3,28
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M12;3,76
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M11;3,15
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M10;2,94
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M09;2,64
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M08;2,44
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M07;2,60
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M06;2,87
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M05;3,14
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M04;3,06
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M03;3,34
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M02;3,28
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2024M01;3,10
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M12;3,32
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M11;2,63
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M10;2,62
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M09;2,48
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M08;1,95
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M07;2,21
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M06;2,53
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M05;2,34
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M04;3,11
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M03;3,35
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M02;2,48
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2023M01;3,11
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M12;3,33
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M11;3,19
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M10;2,43
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M09;2,72
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M08;2,44
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M07;2,34
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M06;2,83
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M05;3,44
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M04;2,86
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M03;2,59
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M02;2,96
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Viajero;2022M01;2,36
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2025M03;3,38
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2025M02;3,74
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2025M01;3,98
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M12;3,97
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M11;3,37
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M10;2,99
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M09;2,60
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M08;2,42
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M07;2,76
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M06;3,01
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M05;3,17
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M04;3,26
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M03;3,39
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M02;3,23
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2024M01;3,48
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M12;3,41
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M11;2,80
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M10;2,70
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M09;2,68
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M08;2,11
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M07;2,18
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M06;2,75
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M05;2,48
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M04;3,14
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M03;3,50
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M02;2,67
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2023M01;3,39
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M12;3,43
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M11;3,09
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M10;2,78
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M09;2,70
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M08;2,43
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M07;2,41
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M06;2,93
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M05;3,81
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M04;3,02
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M03;2,93
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M02;3,20
Total Nacional;41 Sevilla;Total Nacional;08 Castilla - La Mancha;Pernoctaciones;2022M01;2,65
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2025M03;8,24
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2025M02;7,05
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2025M01;6,83
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M12;6,39
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M11;7,70
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M10;7,51
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M09;7,26
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M08;9,80
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M07;6,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M06;7,78
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M05;7,23
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M04;6,83
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M03;8,70
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M02;8,31
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2024M01;7,51
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M12;6,79
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M11;9,05
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M10;8,25
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M09;8,48
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M08;9,02
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M07;5,79
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M06;6,68
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M05;9,47
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M04;8,38
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M03;7,22
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M02;6,26
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2023M01;7,60
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M12;7,71
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M11;9,27
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M10;9,00
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M09;8,52
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M08;9,02
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M07;6,50
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M06;8,08
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M05;9,16
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M04;8,04
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M03;7,97
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M02;7,11
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Viajero;2022M01;6,51
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2025M03;8,92
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2025M02;7,77
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2025M01;8,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M12;7,39
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M11;8,18
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M10;8,41
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M09;8,87
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M08;12,11
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M07;7,11
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M06;8,73
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M05;8,03
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M04;7,19
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M03;8,97
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M02;9,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2024M01;8,26
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M12;7,91
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M11;9,40
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M10;8,93
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M09;9,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M08;11,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M07;6,78
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M06;7,63
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M05;10,08
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M04;8,63
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M03;7,79
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M02;6,56
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2023M01;7,97
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M12;8,32
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M11;9,86
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M10;9,82
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M09;9,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M08;11,20
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M07;8,09
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M06;9,48
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M05;10,33
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M04;8,70
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M03;8,55
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M02;8,02
Total Nacional;41 Sevilla;Total Nacional;09 Cataluña;Pernoctaciones;2022M01;7,60
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2025M03;4,69
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2025M02;5,30
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2025M01;5,08
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M12;5,07
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M11;3,78
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M10;4,28
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M09;4,08
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M08;4,12
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M07;4,32
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M06;5,22
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M05;4,55
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M04;4,76
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M03;5,10
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M02;5,22
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2024M01;4,98
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M12;4,66
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M11;4,91
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M10;4,33
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M09;3,50
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M08;3,88
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M07;3,15
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M06;4,04
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M05;4,19
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M04;5,52
