Países	Viajeros y pernoctaciones	Periodo	Total
Rusia	Pernoctaciones	2002M06	127568
Rusia	Pernoctaciones	2002M05	111273
Rusia	Pernoctaciones	2002M04	38674
Rusia	Pernoctaciones	2002M03	30603
Rusia	Pernoctaciones	2002M02	30428
Rusia	Pernoctaciones	2002M01	39548
Rusia	Pernoctaciones	2001M12	35138
Rusia	Pernoctaciones	2001M11	55337
Rusia	Pernoctaciones	2001M10	89511
Rusia	Pernoctaciones	2001M09	339405
Rusia	Pernoctaciones	2001M08	437055
Rusia	Pernoctaciones	2001M07	363265
Rusia	Pernoctaciones	2001M06	290411
Rusia	Pernoctaciones	2001M05	133301
Rusia	Pernoctaciones	2001M04	40283
Rusia	Pernoctaciones	2001M03	32156
Rusia	Pernoctaciones	2001M02	27988
Rusia	Pernoctaciones	2001M01	41426
Rusia	Pernoctaciones	2000M12	37605
Rusia	Pernoctaciones	2000M11	35831
Rusia	Pernoctaciones	2000M10	80194
Rusia	Pernoctaciones	2000M09	238691
Rusia	Pernoctaciones	2000M08	316096
Rusia	Pernoctaciones	2000M07	293730
Rusia	Pernoctaciones	2000M06	205749
Rusia	Pernoctaciones	2000M05	91003
Rusia	Pernoctaciones	2000M04	40042
Rusia	Pernoctaciones	2000M03	23553
Rusia	Pernoctaciones	2000M02	21861
Rusia	Pernoctaciones	2000M01	36517
Rusia	Pernoctaciones	1999M12	24631
Rusia	Pernoctaciones	1999M11	23654
Rusia	Pernoctaciones	1999M10	54054
Rusia	Pernoctaciones	1999M09	237232
Rusia	Pernoctaciones	1999M08	278096
Rusia	Pernoctaciones	1999M07	202543
Rusia	Pernoctaciones	1999M06	202742
Rusia	Pernoctaciones	1999M05	80922
Rusia	Pernoctaciones	1999M04	25696
Rusia	Pernoctaciones	1999M03	30822
Rusia	Pernoctaciones	1999M02	17468
Rusia	Pernoctaciones	1999M01	22518
Suiza	Viajero	2025M03	64592
Suiza	Viajero	2025M02	47437
Suiza	Viajero	2025M01	34333
Suiza	Viajero	2024M12	45866
Suiza	Viajero	2024M11	50757
Suiza	Viajero	2024M10	139166
Suiza	Viajero	2024M09	138564
Suiza	Viajero	2024M08	98869
Suiza	Viajero	2024M07	154777
Suiza	Viajero	2024M06	111420
Suiza	Viajero	2024M05	121034
Suiza	Viajero	2024M04	108077
Suiza	Viajero	2024M03	67218
Suiza	Viajero	2024M02	47455
Suiza	Viajero	2024M01	35231
Suiza	Viajero	2023M12	43965
Suiza	Viajero	2023M11	51337
Suiza	Viajero	2023M10	128628
Suiza	Viajero	2023M09	127504
Suiza	Viajero	2023M08	98882
Suiza	Viajero	2023M07	148103
Suiza	Viajero	2023M06	101881
Suiza	Viajero	2023M05	112091
Suiza	Viajero	2023M04	108981
Suiza	Viajero	2023M03	55193
Suiza	Viajero	2023M02	41986
Suiza	Viajero	2023M01	32016
Suiza	Viajero	2022M12	36804
Suiza	Viajero	2022M11	43220
Suiza	Viajero	2022M10	118941
Suiza	Viajero	2022M09	112907
Suiza	Viajero	2022M08	98490
Suiza	Viajero	2022M07	148126
Suiza	Viajero	2022M06	99416
Suiza	Viajero	2022M05	100169
Suiza	Viajero	2022M04	90789
Suiza	Viajero	2022M03	44190
Suiza	Viajero	2022M02	33326
Suiza	Viajero	2022M01	19706
Suiza	Viajero	2021M12	23897
Suiza	Viajero	2021M11	38960
Suiza	Viajero	2021M10	98848
Suiza	Viajero	2021M09	76446
Suiza	Viajero	2021M08	75021
Suiza	Viajero	2021M07	90743
Suiza	Viajero	2021M06	38574
Suiza	Viajero	2021M05	28108
Suiza	Viajero	2021M04	17372
Suiza	Viajero	2021M03	5291
Suiza	Viajero	2021M02	2366
Suiza	Viajero	2021M01	4522
Suiza	Viajero	2020M12	6001
Suiza	Viajero	2020M11	3921
Suiza	Viajero	2020M10	4347
Suiza	Viajero	2020M09	5754
Suiza	Viajero	2020M08	15804
Suiza	Viajero	2020M07	28679
Suiza	Viajero	2020M06	.
Suiza	Viajero	2020M05	.
Suiza	Viajero	2020M04	0
Suiza	Viajero	2020M03	19299
Suiza	Viajero	2020M02	41372
Suiza	Viajero	2020M01	31098
Suiza	Viajero	2019M12	37522
Suiza	Viajero	2019M11	50204
Suiza	Viajero	2019M10	112187
Suiza	Viajero	2019M09	111577
Suiza	Viajero	2019M08	85732
Suiza	Viajero	2019M07	123579
Suiza	Viajero	2019M06	99019
Suiza	Viajero	2019M05	102662
Suiza	Viajero	2019M04	98933
Suiza	Viajero	2019M03	58586
Suiza	Viajero	2019M02	42969
Suiza	Viajero	2019M01	31823
Suiza	Viajero	2018M12	38519
Suiza	Viajero	2018M11	50738
Suiza	Viajero	2018M10	116727
Suiza	Viajero	2018M09	118983
Suiza	Viajero	2018M08	87057
Suiza	Viajero	2018M07	138317
Suiza	Viajero	2018M06	102953
Suiza	Viajero	2018M05	104847
Suiza	Viajero	2018M04	96870
Suiza	Viajero	2018M03	59850
Suiza	Viajero	2018M02	42960
Suiza	Viajero	2018M01	33802
Suiza	Viajero	2017M12	37217
Suiza	Viajero	2017M11	47106
Suiza	Viajero	2017M10	122577
Suiza	Viajero	2017M09	121606
Suiza	Viajero	2017M08	92894
Suiza	Viajero	2017M07	139752
Suiza	Viajero	2017M06	108371
Suiza	Viajero	2017M05	103509
Suiza	Viajero	2017M04	103945
Suiza	Viajero	2017M03	58528
Suiza	Viajero	2017M02	44006
Suiza	Viajero	2017M01	36491
Suiza	Viajero	2016M12	39750
Suiza	Viajero	2016M11	47014
Suiza	Viajero	2016M10	125073
Suiza	Viajero	2016M09	107131
Suiza	Viajero	2016M08	88741
Suiza	Viajero	2016M07	135302
Suiza	Viajero	2016M06	98507
Suiza	Viajero	2016M05	94793
Suiza	Viajero	2016M04	87853
Suiza	Viajero	2016M03	62329
Suiza	Viajero	2016M02	39150
Suiza	Viajero	2016M01	28607
Suiza	Viajero	2015M12	34779
Suiza	Viajero	2015M11	41804
Suiza	Viajero	2015M10	107715
Suiza	Viajero	2015M09	109653
Suiza	Viajero	2015M08	86551
Suiza	Viajero	2015M07	126134
Suiza	Viajero	2015M06	87932
Suiza	Viajero	2015M05	90890
Suiza	Viajero	2015M04	92498
Suiza	Viajero	2015M03	45649
Suiza	Viajero	2015M02	35084
Suiza	Viajero	2015M01	24528
Suiza	Viajero	2014M12	33505
Suiza	Viajero	2014M11	36693
Suiza	Viajero	2014M10	98714
Suiza	Viajero	2014M09	109418
Suiza	Viajero	2014M08	76943
Suiza	Viajero	2014M07	115747
Suiza	Viajero	2014M06	88948
Suiza	Viajero	2014M05	77734
Suiza	Viajero	2014M04	83001
Suiza	Viajero	2014M03	49516
Suiza	Viajero	2014M02	33781
Suiza	Viajero	2014M01	23959
Suiza	Viajero	2013M12	29188
Suiza	Viajero	2013M11	34561
Suiza	Viajero	2013M10	95383
Suiza	Viajero	2013M09	97646
Suiza	Viajero	2013M08	75798
Suiza	Viajero	2013M07	112102
Suiza	Viajero	2013M06	88850
Suiza	Viajero	2013M05	76390
Suiza	Viajero	2013M04	74788
Suiza	Viajero	2013M03	50675
Suiza	Viajero	2013M02	32321
Suiza	Viajero	2013M01	23084
Suiza	Viajero	2012M12	27040
Suiza	Viajero	2012M11	32504
Suiza	Viajero	2012M10	88344
Suiza	Viajero	2012M09	91299
Suiza	Viajero	2012M08	71299
Suiza	Viajero	2012M07	103937
Suiza	Viajero	2012M06	76186
Suiza	Viajero	2012M05	68870
Suiza	Viajero	2012M04	75343
Suiza	Viajero	2012M03	38828
Suiza	Viajero	2012M02	28427
Suiza	Viajero	2012M01	20487
Suiza	Viajero	2011M12	24817
Suiza	Viajero	2011M11	30996
Suiza	Viajero	2011M10	87361
Suiza	Viajero	2011M09	80760
Suiza	Viajero	2011M08	66587
Suiza	Viajero	2011M07	100390
Suiza	Viajero	2011M06	68643
Suiza	Viajero	2011M05	75894
Suiza	Viajero	2011M04	69268
Suiza	Viajero	2011M03	39391
Suiza	Viajero	2011M02	27258
Suiza	Viajero	2011M01	19250
Suiza	Viajero	2010M12	20386
Suiza	Viajero	2010M11	28173
Suiza	Viajero	2010M10	76200
Suiza	Viajero	2010M09	71119
Suiza	Viajero	2010M08	55914
Suiza	Viajero	2010M07	87626
Suiza	Viajero	2010M06	59276
Suiza	Viajero	2010M05	62203
Suiza	Viajero	2010M04	51668
Suiza	Viajero	2010M03	34106
Suiza	Viajero	2010M02	23678
Suiza	Viajero	2010M01	15799
Suiza	Viajero	2009M12	17093
Suiza	Viajero	2009M11	25314
Suiza	Viajero	2009M10	58509
Suiza	Viajero	2009M09	67608
Suiza	Viajero	2009M08	47008
Suiza	Viajero	2009M07	70729
Suiza	Viajero	2009M06	55158
Suiza	Viajero	2009M05	55646
Suiza	Viajero	2009M04	51450
Suiza	Viajero	2009M03	30115
Suiza	Viajero	2009M02	20683
Suiza	Viajero	2009M01	17550
Suiza	Viajero	2008M12	18708
Suiza	Viajero	2008M11	25426
Suiza	Viajero	2008M10	67478
Suiza	Viajero	2008M09	78305
Suiza	Viajero	2008M08	57526
Suiza	Viajero	2008M07	79931
Suiza	Viajero	2008M06	55440
Suiza	Viajero	2008M05	58386
Suiza	Viajero	2008M04	48639
Suiza	Viajero	2008M03	37298
Suiza	Viajero	2008M02	22669
Suiza	Viajero	2008M01	17547
Suiza	Viajero	2007M12	21675
Suiza	Viajero	2007M11	27613
Suiza	Viajero	2007M10	66320
Suiza	Viajero	2007M09	66470
Suiza	Viajero	2007M08	49466
Suiza	Viajero	2007M07	71447
Suiza	Viajero	2007M06	55265
Suiza	Viajero	2007M05	55885
Suiza	Viajero	2007M04	53538
Suiza	Viajero	2007M03	38811
Suiza	Viajero	2007M02	23840
Suiza	Viajero	2007M01	19915
Suiza	Viajero	2006M12	19712
Suiza	Viajero	2006M11	25718
Suiza	Viajero	2006M10	68255
Suiza	Viajero	2006M09	61799
Suiza	Viajero	2006M08	47468
Suiza	Viajero	2006M07	72350
Suiza	Viajero	2006M06	54872
Suiza	Viajero	2006M05	55381
Suiza	Viajero	2006M04	50081
Suiza	Viajero	2006M03	31545
Suiza	Viajero	2006M02	20491
Suiza	Viajero	2006M01	16860
Suiza	Viajero	2005M12	16555
Suiza	Viajero	2005M11	25561
Suiza	Viajero	2005M10	60287
Suiza	Viajero	2005M09	49099
Suiza	Viajero	2005M08	37768
Suiza	Viajero	2005M07	52263
Suiza	Viajero	2005M06	43961
Suiza	Viajero	2005M05	45642
Suiza	Viajero	2005M04	35549
Suiza	Viajero	2005M03	26313
Suiza	Viajero	2005M02	15213
Suiza	Viajero	2005M01	12419
Suiza	Viajero	2004M12	14172
Suiza	Viajero	2004M11	19380
Suiza	Viajero	2004M10	55721
Suiza	Viajero	2004M09	55848
Suiza	Viajero	2004M08	38698
Suiza	Viajero	2004M07	57558
Suiza	Viajero	2004M06	43603
Suiza	Viajero	2004M05	45693
Suiza	Viajero	2004M04	39514
Suiza	Viajero	2004M03	31981
Suiza	Viajero	2004M02	18929
Suiza	Viajero	2004M01	11950
Suiza	Viajero	2003M12	15929
Suiza	Viajero	2003M11	19228
Suiza	Viajero	2003M10	48661
Suiza	Viajero	2003M09	54297
Suiza	Viajero	2003M08	36168
Suiza	Viajero	2003M07	58351
Suiza	Viajero	2003M06	45461
Suiza	Viajero	2003M05	47740
Suiza	Viajero	2003M04	42341
Suiza	Viajero	2003M03	27599
Suiza	Viajero	2003M02	16965
Suiza	Viajero	2003M01	12222
Suiza	Viajero	2002M12	14202
Suiza	Viajero	2002M11	17770
Suiza	Viajero	2002M10	56465
Suiza	Viajero	2002M09	57196
Suiza	Viajero	2002M08	41478
Suiza	Viajero	2002M07	61549
Suiza	Viajero	2002M06	45182
Suiza	Viajero	2002M05	53065
Suiza	Viajero	2002M04	40432
Suiza	Viajero	2002M03	33216
Suiza	Viajero	2002M02	20361
Suiza	Viajero	2002M01	11948
Suiza	Viajero	2001M12	14213
Suiza	Viajero	2001M11	19845
Suiza	Viajero	2001M10	59864
Suiza	Viajero	2001M09	64679
Suiza	Viajero	2001M08	44894
Suiza	Viajero	2001M07	65935
Suiza	Viajero	2001M06	48598
Suiza	Viajero	2001M05	55469
Suiza	Viajero	2001M04	44042
Suiza	Viajero	2001M03	29401
Suiza	Viajero	2001M02	21646
Suiza	Viajero	2001M01	15054
Suiza	Viajero	2000M12	14846
Suiza	Viajero	2000M11	19935
Suiza	Viajero	2000M10	56163
Suiza	Viajero	2000M09	59535
Suiza	Viajero	2000M08	46784
Suiza	Viajero	2000M07	61947
Suiza	Viajero	2000M06	51159
Suiza	Viajero	2000M05	52242
Suiza	Viajero	2000M04	47144
Suiza	Viajero	2000M03	33408
Suiza	Viajero	2000M02	20819
Suiza	Viajero	2000M01	14544
Suiza	Viajero	1999M12	16598
Suiza	Viajero	1999M11	21832
Suiza	Viajero	1999M10	67456
Suiza	Viajero	1999M09	60167
Suiza	Viajero	1999M08	41458
Suiza	Viajero	1999M07	59014
Suiza	Viajero	1999M06	49701
Suiza	Viajero	1999M05	57034
Suiza	Viajero	1999M04	47542
Suiza	Viajero	1999M03	30984
Suiza	Viajero	1999M02	22338
Suiza	Viajero	1999M01	13496
Suiza	Pernoctaciones	2025M03	209555
Suiza	Pernoctaciones	2025M02	170494
Suiza	Pernoctaciones	2025M01	134103
Suiza	Pernoctaciones	2024M12	159954
Suiza	Pernoctaciones	2024M11	190058
Suiza	Pernoctaciones	2024M10	580740
Suiza	Pernoctaciones	2024M09	550779
Suiza	Pernoctaciones	2024M08	448985
Suiza	Pernoctaciones	2024M07	709281
Suiza	Pernoctaciones	2024M06	422144
Suiza	Pernoctaciones	2024M05	435703
Suiza	Pernoctaciones	2024M04	385186
Suiza	Pernoctaciones	2024M03	236051
Suiza	Pernoctaciones	2024M02	173917
Suiza	Pernoctaciones	2024M01	136162
Suiza	Pernoctaciones	2023M12	153965
Suiza	Pernoctaciones	2023M11	197897
Suiza	Pernoctaciones	2023M10	556985
Suiza	Pernoctaciones	2023M09	498617
Suiza	Pernoctaciones	2023M08	466034
Suiza	Pernoctaciones	2023M07	677205
Suiza	Pernoctaciones	2023M06	403316
Suiza	Pernoctaciones	2023M05	418745
Suiza	Pernoctaciones	2023M04	377899
Suiza	Pernoctaciones	2023M03	189149
Suiza	Pernoctaciones	2023M02	167744
Suiza	Pernoctaciones	2023M01	133371
Suiza	Pernoctaciones	2022M12	133615
Suiza	Pernoctaciones	2022M11	169885
Suiza	Pernoctaciones	2022M10	500962
Suiza	Pernoctaciones	2022M09	449136
Suiza	Pernoctaciones	2022M08	459603
Suiza	Pernoctaciones	2022M07	661885
Suiza	Pernoctaciones	2022M06	381996
Suiza	Pernoctaciones	2022M05	350045
Suiza	Pernoctaciones	2022M04	339515
Suiza	Pernoctaciones	2022M03	160751
Suiza	Pernoctaciones	2022M02	120667
Suiza	Pernoctaciones	2022M01	75888
Suiza	Pernoctaciones	2021M12	94350
Suiza	Pernoctaciones	2021M11	154211
Suiza	Pernoctaciones	2021M10	427546
Suiza	Pernoctaciones	2021M09	313929
Suiza	Pernoctaciones	2021M08	358795
Suiza	Pernoctaciones	2021M07	402191
Suiza	Pernoctaciones	2021M06	147291
Suiza	Pernoctaciones	2021M05	112015
Suiza	Pernoctaciones	2021M04	66178
Suiza	Pernoctaciones	2021M03	16865
Suiza	Pernoctaciones	2021M02	9016
Suiza	Pernoctaciones	2021M01	18048
Suiza	Pernoctaciones	2020M12	22715
Suiza	Pernoctaciones	2020M11	14800
Suiza	Pernoctaciones	2020M10	11956
Suiza	Pernoctaciones	2020M09	19500
Suiza	Pernoctaciones	2020M08	68930
Suiza	Pernoctaciones	2020M07	114813
Suiza	Pernoctaciones	2020M06	.
Suiza	Pernoctaciones	2020M05	.
Suiza	Pernoctaciones	2020M04	0
Suiza	Pernoctaciones	2020M03	71204
Suiza	Pernoctaciones	2020M02	161763
Suiza	Pernoctaciones	2020M01	130676
Suiza	Pernoctaciones	2019M12	139565
Suiza	Pernoctaciones	2019M11	184242
Suiza	Pernoctaciones	2019M10	512893
Suiza	Pernoctaciones	2019M09	451509
Suiza	Pernoctaciones	2019M08	385774
Suiza	Pernoctaciones	2019M07	583932
Suiza	Pernoctaciones	2019M06	402026
Suiza	Pernoctaciones	2019M05	362212
Suiza	Pernoctaciones	2019M04	350202
Suiza	Pernoctaciones	2019M03	202100
Suiza	Pernoctaciones	2019M02	159903
Suiza	Pernoctaciones	2019M01	131703
Suiza	Pernoctaciones	2018M12	139577
Suiza	Pernoctaciones	2018M11	188245
Suiza	Pernoctaciones	2018M10	530357
Suiza	Pernoctaciones	2018M09	488770
Suiza	Pernoctaciones	2018M08	431935
Suiza	Pernoctaciones	2018M07	670619
Suiza	Pernoctaciones	2018M06	425756
Suiza	Pernoctaciones	2018M05	408276
Suiza	Pernoctaciones	2018M04	356144
Suiza	Pernoctaciones	2018M03	204211
Suiza	Pernoctaciones	2018M02	161689
Suiza	Pernoctaciones	2018M01	137696
Suiza	Pernoctaciones	2017M12	138343
Suiza	Pernoctaciones	2017M11	186998
Suiza	Pernoctaciones	2017M10	567058
Suiza	Pernoctaciones	2017M09	509502
Suiza	Pernoctaciones	2017M08	475242
Suiza	Pernoctaciones	2017M07	718783
Suiza	Pernoctaciones	2017M06	466448
Suiza	Pernoctaciones	2017M05	412064
Suiza	Pernoctaciones	2017M04	399239
Suiza	Pernoctaciones	2017M03	230273
Suiza	Pernoctaciones	2017M02	163553
Suiza	Pernoctaciones	2017M01	144997
Suiza	Pernoctaciones	2016M12	153399
Suiza	Pernoctaciones	2016M11	190715
Suiza	Pernoctaciones	2016M10	584593
Suiza	Pernoctaciones	2016M09	460827
Suiza	Pernoctaciones	2016M08	437701
Suiza	Pernoctaciones	2016M07	688124
Suiza	Pernoctaciones	2016M06	415739
