Establecimientos y personal empleado (plazas);Periodo;Total
Personal empleado;2003M01;3,11
Personal empleado;2002M12;4,81
Personal empleado;2002M11;4,7
Personal empleado;2002M10;2,48
Personal empleado;2002M09;1,01
Personal empleado;2002M08;0,51
Personal empleado;2002M07;0,62
Personal empleado;2002M06;-0,78
Personal empleado;2002M05;-1,29
Personal empleado;2002M04;-3,13
Personal empleado;2002M03;2,83
Personal empleado;2002M02;0,22
Personal empleado;2002M01;0,65
Personal empleado;2001M12;3,35
Personal empleado;2001M11;3,29
Personal empleado;2001M10;6,1
Personal empleado;2001M09;6,72
Personal empleado;2001M08;6,31
Personal empleado;2001M07;5,17
Personal empleado;2001M06;4,83
Personal empleado;2001M05;6,98
Personal empleado;2001M04;6,75
Personal empleado;2001M03;6,52
Personal empleado;2001M02;5,09
Personal empleado;2001M01;4,17
Personal empleado;2000M12;-2,9
Personal empleado;2000M11;0,2
Personal empleado;2000M10;-1,4
Personal empleado;2000M09;-1,6
Personal empleado;2000M08;-0,7
Personal empleado;2000M07;..
Personal empleado;2000M06;3,9
Personal empleado;2000M05;0,2
Personal empleado;2000M04;1,1
Personal empleado;2000M03;-0,1
Personal empleado;2000M02;-1,9
Personal empleado;2000M01;0,3
Personal empleado;1999M12;..
Personal empleado;1999M11;..
Personal empleado;1999M10;..
Personal empleado;1999M09;..
Personal empleado;1999M08;..
Personal empleado;1999M07;..
Personal empleado;1999M06;..
Personal empleado;1999M05;..
Personal empleado;1999M04;..
Personal empleado;1999M03;..
Personal empleado;1999M02;..
Personal empleado;1999M01;..
